id,objectType,name,definition,component,domain,versionStatus,sourceVersion,sourceAuthority,sourceUrl,measureType,scaleDisplay,normalizedFormula,denominatorPopulation,displayDefinition
"","Published output","% New cases of Pregnant Women detected at institution for hypertension to Total ANC Registrations","HMIS output published in the OGD district-level key-indicator catalogue: % New cases of Pregnant Women detected at institution for hypertension to Total ANC Registrations.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: % New cases of Pregnant Women detected at institution for hypertension to Total ANC Registrations. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","Number of Home deliveries","HMIS output published in the OGD district-level key-indicator catalogue: Number of Home deliveries.","Delivery and intrapartum care","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: Number of Home deliveries. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM)","HMIS output published in the OGD district-level key-indicator catalogue: Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM).","Delivery and intrapartum care","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: Number of home deliveries attended by SBA trained (Doctor/Nurse/ANM). Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","Number of home deliveries attended by Non SBA trained (trained TB/Dai)","HMIS output published in the OGD district-level key-indicator catalogue: Number of home deliveries attended by Non SBA trained (trained TB/Dai).","Delivery and intrapartum care","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: Number of home deliveries attended by Non SBA trained (trained TB/Dai). Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","% SBA attended home deliveries to Total Reported Home Deliveries","HMIS output published in the OGD district-level key-indicator catalogue: % SBA attended home deliveries to Total Reported Home Deliveries.","Delivery and intrapartum care","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: % SBA attended home deliveries to Total Reported Home Deliveries. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","Deliveries Conducted at Public Institutions","HMIS output published in the OGD district-level key-indicator catalogue: Deliveries Conducted at Public Institutions.","Delivery and intrapartum care","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: Deliveries Conducted at Public Institutions. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","Number of Women Discharged under 48 hours of delivery in public facilities","HMIS output published in the OGD district-level key-indicator catalogue: Number of Women Discharged under 48 hours of delivery in public facilities.","Delivery and intrapartum care","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: Number of Women Discharged under 48 hours of delivery in public facilities. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","% Women discharged in less than 48 hours of delivery to Total Reported Deliveries at public institutions","HMIS output published in the OGD district-level key-indicator catalogue: % Women discharged in less than 48 hours of delivery to Total Reported Deliveries at public institutions.","Delivery and intrapartum care","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: % Women discharged in less than 48 hours of delivery to Total Reported Deliveries at public institutions. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","Deliveries Conducted at Private Institutions","HMIS output published in the OGD district-level key-indicator catalogue: Deliveries Conducted at Private Institutions.","Delivery and intrapartum care","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: Deliveries Conducted at Private Institutions. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","Number of Women Discharged under 48 hours of delivery in private institutions","HMIS output published in the OGD district-level key-indicator catalogue: Number of Women Discharged under 48 hours of delivery in private institutions.","Delivery and intrapartum care","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: Number of Women Discharged under 48 hours of delivery in private institutions. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","% Women discharged in less than 48 hours of delivery to Total Reported Deliveries at private institutions","HMIS output published in the OGD district-level key-indicator catalogue: % Women discharged in less than 48 hours of delivery to Total Reported Deliveries at private institutions.","Delivery and intrapartum care","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: % Women discharged in less than 48 hours of delivery to Total Reported Deliveries at private institutions. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","Institutional deliveries (Public Insts.+Pvt. Insts.)","HMIS output published in the OGD district-level key-indicator catalogue: Institutional deliveries (Public Insts.+Pvt. Insts.).","Delivery and intrapartum care","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: Institutional deliveries (Public Insts.+Pvt. Insts.). Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","% Institutional Deliveries to total ANC registration","HMIS output published in the OGD district-level key-indicator catalogue: % Institutional Deliveries to total ANC registration.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: % Institutional Deliveries to total ANC registration. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","Total reported deliveries","HMIS output published in the OGD district-level key-indicator catalogue: Total reported deliveries.","Delivery and intrapartum care","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: Total reported deliveries. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","% Institutional deliveries to Total Reported Deliveries","HMIS output published in the OGD district-level key-indicator catalogue: % Institutional deliveries to Total Reported Deliveries.","Delivery and intrapartum care","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: % Institutional deliveries to Total Reported Deliveries. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","% Safe deliveries to Total Reported Deliveries","HMIS output published in the OGD district-level key-indicator catalogue: % Safe deliveries to Total Reported Deliveries.","Delivery and intrapartum care","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: % Safe deliveries to Total Reported Deliveries. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","% Home deliveries to Total Reported Deliveries","HMIS output published in the OGD district-level key-indicator catalogue: % Home deliveries to Total Reported Deliveries.","Delivery and intrapartum care","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: % Home deliveries to Total Reported Deliveries. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","Number of C-section deliveries conducted at public facilities","HMIS output published in the OGD district-level key-indicator catalogue: Number of C-section deliveries conducted at public facilities.","Delivery and intrapartum care","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: Number of C-section deliveries conducted at public facilities. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","Number of C-section deliveries conducted at private facilities","HMIS output published in the OGD district-level key-indicator catalogue: Number of C-section deliveries conducted at private facilities.","Delivery and intrapartum care","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: Number of C-section deliveries conducted at private facilities. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","% C-section deliveries (Public + Pvt.) to reported institutional (Public + Pvt.) deliveries","HMIS output published in the OGD district-level key-indicator catalogue: % C-section deliveries (Public + Pvt.) to reported institutional (Public + Pvt.) deliveries.","Delivery and intrapartum care","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: % C-section deliveries (Public + Pvt.) to reported institutional (Public + Pvt.) deliveries. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","% C-sections conducted at public facilities to Deliveries conducted at public facilities","HMIS output published in the OGD district-level key-indicator catalogue: % C-sections conducted at public facilities to Deliveries conducted at public facilities.","Delivery and intrapartum care","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: % C-sections conducted at public facilities to Deliveries conducted at public facilities. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","% C-sections conducted at Private facilities to Deliveries conducted at private facilities","HMIS output published in the OGD district-level key-indicator catalogue: % C-sections conducted at Private facilities to Deliveries conducted at private facilities.","Delivery and intrapartum care","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: % C-sections conducted at Private facilities to Deliveries conducted at private facilities. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","% Deliveries conducted at Public Institutions to Total Institutional Deliveries","HMIS output published in the OGD district-level key-indicator catalogue: % Deliveries conducted at Public Institutions to Total Institutional Deliveries.","Delivery and intrapartum care","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: % Deliveries conducted at Public Institutions to Total Institutional Deliveries. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","% Deliveries conducted at Private Institutions to Total Institutional Deliveries","HMIS output published in the OGD district-level key-indicator catalogue: % Deliveries conducted at Private Institutions to Total Institutional Deliveries.","Delivery and intrapartum care","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: % Deliveries conducted at Private Institutions to Total Institutional Deliveries. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","Women received 1st post partum check-up within 48 hours of home delivery","HMIS output published in the OGD district-level key-indicator catalogue: Women received 1st post partum check-up within 48 hours of home delivery.","Delivery and intrapartum care","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: Women received 1st post partum check-up within 48 hours of home delivery. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","Women received 1st post partum check up between 48 hours and 14 days","HMIS output published in the OGD district-level key-indicator catalogue: Women received 1st post partum check up between 48 hours and 14 days.","Other HMIS reporting","Health services and systems","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: Women received 1st post partum check up between 48 hours and 14 days. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","% Women getting 1st post partum check-up within 48 hours of home delivery to Total Reported Home Deliveries","HMIS output published in the OGD district-level key-indicator catalogue: % Women getting 1st post partum check-up within 48 hours of home delivery to Total Reported Home Deliveries.","Delivery and intrapartum care","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: % Women getting 1st post partum check-up within 48 hours of home delivery to Total Reported Home Deliveries. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","% Women getting 1st Post Partum Checkup between 48 hours and 14 days to Total Reported Deliveries","HMIS output published in the OGD district-level key-indicator catalogue: % Women getting 1st Post Partum Checkup between 48 hours and 14 days to Total Reported Deliveries.","Delivery and intrapartum care","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: % Women getting 1st Post Partum Checkup between 48 hours and 14 days to Total Reported Deliveries. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","Estimated Number of Annual Live Births ##","HMIS output published in the OGD district-level key-indicator catalogue: Estimated Number of Annual Live Births ##.","STI/HIV services","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: Estimated Number of Annual Live Births ##. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","Total Number of reported live births","HMIS output published in the OGD district-level key-indicator catalogue: Total Number of reported live births.","Other HMIS reporting","Health services and systems","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: Total Number of reported live births. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","% Live Births to Estimated Annual Live Births","HMIS output published in the OGD district-level key-indicator catalogue: % Live Births to Estimated Annual Live Births.","STI/HIV services","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: % Live Births to Estimated Annual Live Births. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","% Live Births to Total Deliveries","HMIS output published in the OGD district-level key-indicator catalogue: % Live Births to Total Deliveries.","Delivery and intrapartum care","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: % Live Births to Total Deliveries. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","Total Number of reported Still Births","HMIS output published in the OGD district-level key-indicator catalogue: Total Number of reported Still Births.","Newborn and pregnancy outcomes","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: Total Number of reported Still Births. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","% live birth to Reported Birth","HMIS output published in the OGD district-level key-indicator catalogue: % live birth to Reported Birth.","Other HMIS reporting","Health services and systems","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: % live birth to Reported Birth. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","Number of Newborns weighed at birth","HMIS output published in the OGD district-level key-indicator catalogue: Number of Newborns weighed at birth.","Newborn and pregnancy outcomes","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: Number of Newborns weighed at birth. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","% Newborns weighed at birth to live birth","HMIS output published in the OGD district-level key-indicator catalogue: % Newborns weighed at birth to live birth.","Newborn and pregnancy outcomes","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: % Newborns weighed at birth to live birth. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","Number of Newborns having weight less than 2.5 kg","HMIS output published in the OGD district-level key-indicator catalogue: Number of Newborns having weight less than 2.5 kg.","Newborn and pregnancy outcomes","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: Number of Newborns having weight less than 2.5 kg. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","% Newborns having weight less than 2.5 kg to Newborns weighed at birth","HMIS output published in the OGD district-level key-indicator catalogue: % Newborns having weight less than 2.5 kg to Newborns weighed at birth.","Newborn and pregnancy outcomes","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: % Newborns having weight less than 2.5 kg to Newborns weighed at birth. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","Number of New Borns Breast Fed within 1 hour","HMIS output published in the OGD district-level key-indicator catalogue: Number of New Borns Breast Fed within 1 hour.","Newborn and pregnancy outcomes","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: Number of New Borns Breast Fed within 1 hour. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","% Newborns breast fed within 1 hour of birth to Total live birth","HMIS output published in the OGD district-level key-indicator catalogue: % Newborns breast fed within 1 hour of birth to Total live birth.","Newborn and pregnancy outcomes","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: % Newborns breast fed within 1 hour of birth to Total live birth. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","Sex Ratio at birth ( Female Live Births/ Male Live Births *1000)","HMIS output published in the OGD district-level key-indicator catalogue: Sex Ratio at birth ( Female Live Births/ Male Live Births *1000).","Other HMIS reporting","Health services and systems","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","Ratio","ratio","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: Sex Ratio at birth ( Female Live Births/ Male Live Births *1000). Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","% cases of Pregnant women with Obstetric Complications and attended to reported deliveries","HMIS output published in the OGD district-level key-indicator catalogue: % cases of Pregnant women with Obstetric Complications and attended to reported deliveries.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: % cases of Pregnant women with Obstetric Complications and attended to reported deliveries. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","% Complicated Pregnancies treated with Blood Transfusion to Total Women with Obstetric Complications attended","HMIS output published in the OGD district-level key-indicator catalogue: % Complicated Pregnancies treated with Blood Transfusion to Total Women with Obstetric Complications attended.","Other HMIS reporting","Health services and systems","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: % Complicated Pregnancies treated with Blood Transfusion to Total Women with Obstetric Complications attended. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","Number of PW given 360 Calcium tablets","HMIS output published in the OGD district-level key-indicator catalogue: Number of PW given 360 Calcium tablets.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: Number of PW given 360 Calcium tablets. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","% Pregnant women given 360 Calcium to Total ANC Registration","HMIS output published in the OGD district-level key-indicator catalogue: % Pregnant women given 360 Calcium to Total ANC Registration.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: % Pregnant women given 360 Calcium to Total ANC Registration. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","Number of PW given one Albendazole tablet after 1st trimester","HMIS output published in the OGD district-level key-indicator catalogue: Number of PW given one Albendazole tablet after 1st trimester.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: Number of PW given one Albendazole tablet after 1st trimester. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","% Pregnant women given one Albendazole tablet after 1st trimester to Total ANC Registration","HMIS output published in the OGD district-level key-indicator catalogue: % Pregnant women given one Albendazole tablet after 1st trimester to Total ANC Registration.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: % Pregnant women given one Albendazole tablet after 1st trimester to Total ANC Registration. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","Number of PW tested for blood sugar using OGTT (Oral Glucose Tolerance Test)","HMIS output published in the OGD district-level key-indicator catalogue: Number of PW tested for blood sugar using OGTT (Oral Glucose Tolerance Test).","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: Number of PW tested for blood sugar using OGTT (Oral Glucose Tolerance Test). Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","% Pregnant women tested for blood sugar using OGTT to Total ANC Registration","HMIS output published in the OGD district-level key-indicator catalogue: % Pregnant women tested for blood sugar using OGTT to Total ANC Registration.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: % Pregnant women tested for blood sugar using OGTT to Total ANC Registration. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Published output","Number of PW tested positive for GDM","HMIS output published in the OGD district-level key-indicator catalogue: Number of PW tested positive for GDM.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Historical published output","","Ministry of Health and Family Welfare, Government of India","https://www.data.gov.in/catalog/performance-key-hmis-indicators-upto-district-level-all-indicators","","Not specified","","Not supplied in registry metadata; consult the authoritative source","HMIS output published in the OGD district-level key-indicator catalogue: Number of PW tested positive for GDM. Denominator population: Not supplied in registry metadata; consult the authoritative source."
